STATUS,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,d1,d2,d3,d4
1,10,21,38,58,0,0,0,0,0,0,0,0,0,0,0,0
1,2,10,14,30,0,0,0,0,0,0,0,0,0,0,0,0
1,10,24,28,43,0,0,0,0,0,0,0,0,0,0,0,0
1,8,14,14,19,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0
1,16,28,54,75,0,0,0,0,0,0,0,0,0,0,0,0
1,58,101,162,219,0,0,0,0,0,0,0,0,0,0,0,0
1,7,9,14,19,0,0,0,0,0,0,0,0,0,0,0,0
1,23,42,60,62,0,0,0,0,0,0,0,0,0,0,0,0
1,11,18,27,35,0,0,0,0,0,0,0,0,0,0,0,0
1,6,10,13,22,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,4,5,8,16,0,0,0,0,0,0,0,0,0,0,0,0
1,28,40,56,93,0,0,0,0,0,0,0,0,0,0,0,0
1,77,166,255,315,0,0,0,0,0,0,0,0,0,0,0,0
1,4,13,17,33,0,0,0,0,0,0,0,0,0,0,0,0
1,7,9,16,19,0,0,0,0,0,0,0,0,0,0,0,0
1,14,20,31,50,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,19,21,0,0,4,4,0,0,0,0,2,4,8,10
1,0,2,8,11,0,0,0,0,0,0,0,0,0,0,0,0
1,18,38,57,75,0,0,0,0,0,0,0,0,0,0,0,0
0,3,22,42,49,0,0,0,2,0,0,0,0,0,1,2,6
1,8,15,26,57,0,0,0,0,0,0,0,0,0,0,0,0
1,29,64,93,138,0,0,0,0,0,0,0,0,0,0,0,0
1,27,55,79,108,0,0,0,0,0,0,0,0,0,0,0,0
1,8,13,14,19,0,0,0,0,0,0,0,0,0,0,0,0
1,3,12,17,19,0,0,0,0,0,0,0,0,0,0,0,0
1,14,29,47,58,0,0,0,0,0,0,0,0,0,0,0,0
1,10,27,39,48,0,0,0,0,0,0,0,0,0,0,0,0
1,17,28,34,39,0,0,0,0,0,0,0,0,0,0,0,0
1,5,9,11,12,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0
1,25,40,56,68,0,0,0,0,0,0,0,0,0,0,0,0
1,53,84,131,178,0,0,0,0,0,0,0,0,0,0,0,0
1,14,23,42,51,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,7,22,0,0,0,0,0,0,0,0,0,0,0,0
1,28,33,43,57,0,0,0,0,0,0,0,0,0,0,0,0
1,12,27,45,86,0,0,0,0,0,0,0,0,0,0,0,0
1,22,44,67,100,0,0,0,0,0,0,0,0,0,0,0,0
1,44,91,124,157,0,0,0,0,0,0,0,0,0,0,0,0
1,10,16,32,47,0,0,0,0,0,0,0,0,0,0,0,0
1,13,20,25,32,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,13,22,0,0,0,0,0,0,0,0,2,5,10,14
1,20,34,57,88,0,0,0,0,0,0,0,0,0,0,0,0
1,5,12,14,18,0,0,0,0,0,0,0,0,0,0,0,0
0,7,9,9,11,0,0,0,0,0,0,0,1,0,0,0,0
1,9,23,38,40,1,4,5,8,0,0,0,0,3,7,11,17
1,6,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1,8,12,16,26,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,39,90,162,254,0,0,0,0,0,0,0,1,5,12,19,26
1,6,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0
1,5,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0
1,50,108,175,224,0,0,0,0,0,0,0,0,0,0,0,0
1,57,82,106,142,0,7,7,9,1,1,1,1,4,9,16,21
1,23,60,107,146,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,10,13,0,0,0,0,0,0,0,0,0,0,0,0
1,7,8,9,17,0,0,0,0,0,0,0,0,3,6,10,16
1,16,46,52,61,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,14,20,30,44,0,0,0,0,0,0,0,0,0,0,0,0
1,18,24,44,63,0,0,0,0,0,0,0,0,0,0,0,0
1,21,23,23,25,0,0,0,0,0,0,0,0,0,0,0,0
1,13,28,49,65,1,1,1,1,0,1,1,3,6,13,20,25
1,17,33,51,77,0,0,0,0,0,0,0,0,0,0,0,0
1,17,31,38,43,0,0,0,0,0,0,1,1,4,11,15,19
1,10,23,47,68,0,0,0,0,0,0,0,0,0,0,0,0
1,20,20,35,36,0,0,0,0,0,0,0,0,0,0,0,0
1,5,21,29,29,21,43,43,43,0,0,0,0,0,0,0,0
1,4,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0
1,38,61,82,100,0,0,0,0,0,0,0,0,0,0,0,0
1,22,55,94,118,0,0,0,0,1,3,3,4,6,14,21,31
1,17,21,32,41,0,0,0,0,0,0,0,0,0,0,0,0
1,3,17,27,34,0,0,0,0,0,0,0,0,0,0,0,0
1,14,29,35,46,0,0,0,0,0,0,0,0,0,0,0,0
1,10,24,27,36,0,0,0,0,0,0,0,0,0,0,0,0
1,9,18,22,33,0,0,0,0,0,0,0,0,0,0,0,0
1,9,18,26,33,0,0,0,0,0,0,0,0,0,0,0,0
1,28,81,111,142,0,0,0,0,0,0,0,0,0,0,0,0
1,6,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0
1,19,42,62,75,0,0,4,4,1,1,1,1,7,14,21,28
1,36,65,86,111,0,0,0,0,0,0,0,0,0,0,0,0
0,19,74,108,136,0,4,6,6,0,0,1,1,4,8,9,9
1,14,29,40,52,0,0,0,0,0,0,0,0,0,0,0,0
1,7,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0
1,1,12,23,23,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1,8,14,24,31,0,5,5,5,0,0,0,0,2,6,6,6
1,2,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0
1,28,71,100,137,0,0,2,2,0,0,0,0,0,0,0,0
1,12,26,32,42,0,0,0,0,0,0,0,0,0,0,0,0
1,25,46,66,78,0,0,0,0,0,0,0,0,0,0,0,0
1,21,35,43,43,1,1,1,1,0,0,0,0,7,11,15,15
1,17,25,37,55,0,0,0,0,0,0,0,0,0,0,0,0
1,3,11,20,24,0,0,0,0,0,0,0,0,0,0,0,0
1,5,6,13,20,0,0,0,0,0,0,0,0,2,3,6,7
1,14,23,29,48,0,0,0,0,0,0,0,0,0,0,0,0
1,17,40,58,69,0,0,0,0,0,0,0,0,0,0,0,0
1,5,12,18,20,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0
1,7,15,24,38,0,0,0,0,0,0,0,0,0,0,0,0
1,4,15,35,38,0,0,0,0,0,0,0,0,0,0,0,0
0,6,36,55,83,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,17,23,0,0,0,0,0,0,0,0,0,0,0,0
1,7,11,17,21,0,0,0,0,0,0,0,1,1,2,5,9
1,45,71,103,123,5,7,13,21,0,0,0,0,6,10,15,19
1,9,32,57,57,0,0,0,0,0,0,0,0,0,3,3,3
1,11,22,33,41,0,2,2,2,0,0,0,0,6,13,19,24
1,39,77,122,158,0,0,0,0,0,0,0,0,0,0,0,0
1,58,83,118,145,0,0,0,0,0,0,3,3,6,11,16,17
1,2,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,8,16,0,0,0,0,0,0,0,0,0,0,0,0
1,5,29,46,69,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,5,8,0,0,0,0,0,0,0,0,1,3,6,6
1,38,48,74,96,2,2,10,10,0,3,3,4,1,1,1,1
1,2,14,27,30,0,0,0,0,0,0,0,0,0,0,0,0
1,24,46,86,125,0,0,0,0,0,0,0,0,0,0,0,0
1,29,63,89,94,20,57,68,68,0,0,0,0,0,0,0,0
1,9,17,20,30,0,0,0,0,0,0,0,0,0,0,0,0
1,10,17,26,44,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,12,25,32,52,0,0,0,0,0,0,0,0,0,0,0,0
1,27,74,108,130,0,0,0,0,0,0,0,0,0,0,0,0
1,18,33,41,48,0,0,0,0,0,0,0,0,0,0,0,0
1,7,11,27,30,0,0,0,0,0,0,0,0,0,0,0,0
1,6,9,25,45,0,2,3,3,0,0,0,0,0,1,6,11
1,7,21,39,65,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0
1,3,8,12,14,0,0,0,0,0,0,0,0,0,0,0,0
1,14,29,43,55,0,0,0,0,0,0,0,0,0,0,0,0
1,25,55,78,108,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0
1,42,90,131,175,0,0,0,0,0,0,0,0,0,0,0,0
1,29,58,62,76,0,0,0,2,1,1,2,2,2,3,3,3
1,9,10,22,47,0,0,0,0,0,0,0,0,0,0,0,0
1,1,9,26,40,0,0,0,0,0,0,0,0,0,0,0,0
1,5,13,33,42,0,0,0,0,0,0,0,0,0,0,0,0
1,17,27,40,65,0,0,0,0,0,0,0,0,0,0,0,0
1,48,121,171,232,0,0,0,0,0,0,0,0,0,0,0,0
1,20,22,22,23,0,0,0,0,0,0,0,0,0,0,0,0
1,9,29,50,63,0,0,0,0,0,0,0,0,0,0,0,0
1,10,32,42,64,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0
1,7,14,21,31,0,0,0,0,0,0,0,0,0,0,0,0
1,32,66,87,125,0,0,0,0,0,0,0,0,0,0,0,0
1,91,142,200,301,0,0,0,0,0,0,0,0,0,0,0,0
1,47,83,129,157,0,0,0,0,0,0,0,0,0,0,0,0
1,9,13,28,36,0,0,0,0,0,0,0,0,0,0,0,0
1,5,26,40,50,0,0,0,0,0,0,0,0,0,0,0,0
1,21,35,44,55,1,1,1,1,0,0,0,0,2,3,5,10
1,30,61,73,78,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,9,17,0,0,0,0,0,0,0,0,0,0,0,0
1,5,11,13,18,0,0,0,0,0,0,0,0,0,0,0,0
1,20,25,35,47,0,0,0,0,0,0,0,0,0,0,0,0
1,17,27,37,42,0,0,0,0,0,0,0,0,0,0,0,0
1,20,43,66,87,0,0,0,0,0,0,0,0,0,0,0,0
1,15,37,62,93,0,0,0,0,0,2,2,2,7,13,20,26
1,7,7,10,12,0,0,0,0,0,0,0,0,0,0,0,0
1,2,11,17,24,0,0,0,0,0,0,0,0,0,1,1,1
1,9,19,34,51,0,0,0,0,0,0,0,0,0,0,0,0
1,7,15,25,40,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0
1,10,15,23,28,0,0,0,0,0,0,0,0,0,0,0,0
1,5,14,20,25,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0
1,4,16,36,47,1,2,2,2,0,0,0,0,0,0,0,0
1,5,9,13,14,0,0,0,0,0,0,0,0,0,0,0,0
1,28,66,95,139,3,7,9,14,0,0,0,0,5,11,18,24
1,28,79,131,185,0,0,0,0,0,0,0,0,0,0,0,0
1,14,31,43,52,0,0,0,0,0,0,0,0,0,0,0,0
1,3,7,12,15,0,0,0,0,0,0,0,0,0,0,0,0
1,9,10,15,26,0,0,0,0,0,0,0,0,0,0,0,0
1,8,19,29,38,0,0,0,0,0,0,0,0,7,15,22,29
1,1,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0
1,37,63,87,116,0,0,0,0,0,0,0,0,0,0,0,3
1,84,145,206,297,2,2,2,3,0,1,1,1,7,12,14,19
1,5,9,22,34,0,0,2,4,0,0,0,0,7,14,21,28
1,6,11,14,22,0,0,0,0,0,0,0,0,0,0,0,0
1,7,7,10,20,0,0,0,0,0,0,0,0,0,0,0,0
1,14,30,44,61,0,0,0,0,0,0,0,0,0,0,0,0
1,7,23,36,53,0,0,0,0,0,0,0,0,0,0,0,0
1,37,59,105,146,0,0,0,0,0,0,0,0,0,0,0,0
1,11,18,39,62,1,1,1,1,0,0,0,0,7,9,16,22
1,13,21,40,46,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,18,23,0,0,0,0,0,0,0,0,0,0,0,0
1,7,10,11,14,0,0,0,0,0,0,0,0,0,0,0,0
1,72,142,195,237,0,2,7,11,0,0,0,0,1,4,4,7
1,8,12,15,22,0,0,0,0,0,0,0,0,0,0,0,0
1,5,12,20,29,0,0,0,0,0,0,0,0,0,0,0,0
1,9,28,40,59,0,0,0,0,0,0,0,0,0,0,0,0
1,28,42,58,69,0,0,0,0,0,0,0,0,0,0,0,0
1,16,35,41,47,0,0,0,0,0,0,0,0,0,0,0,0
1,30,44,76,108,0,0,0,0,0,0,0,0,0,0,0,0
1,40,75,87,100,1,1,1,1,0,0,0,0,0,0,0,5
1,26,36,51,69,0,0,0,0,0,0,0,0,0,0,0,0
1,5,10,17,20,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0
1,21,50,78,108,0,0,0,0,0,0,0,0,0,0,0,0
1,22,26,50,80,0,0,0,0,0,0,0,0,0,0,0,0
1,14,32,33,42,0,0,0,0,0,0,0,0,0,0,0,0
1,10,27,39,47,0,0,0,0,0,0,0,0,0,0,0,0
1,14,31,49,57,0,0,0,0,0,0,0,0,0,0,0,0
1,31,67,92,112,0,0,0,0,0,0,0,0,0,0,0,0
1,82,135,176,253,0,0,0,0,0,0,0,0,0,0,0,0
1,9,14,19,21,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0
1,4,23,33,46,0,0,0,0,0,0,0,0,0,0,0,0
1,18,22,26,35,0,0,0,0,0,0,0,0,0,0,0,0
1,15,58,89,123,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,11,27,0,0,0,0,0,0,0,0,0,0,0,0
1,19,43,68,70,0,0,0,0,0,0,0,0,0,0,0,0
1,7,15,22,29,0,0,0,0,0,0,0,0,0,0,0,0
1,39,66,86,118,0,0,0,0,0,0,0,0,0,0,0,0
1,66,115,190,245,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,19,33,0,0,0,0,0,0,0,0,0,0,0,0
1,6,15,28,40,0,0,0,0,0,0,0,0,0,0,0,0
1,17,45,62,80,0,0,0,0,0,0,0,0,0,0,0,0
1,29,38,38,46,0,0,0,0,0,0,0,0,0,0,0,0
1,4,11,19,29,0,0,1,1,0,0,0,0,4,5,5,8
1,14,24,33,40,2,2,2,4,0,0,0,0,0,0,0,0
1,14,42,47,56,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1,26,59,100,123,2,2,2,6,0,0,0,0,5,12,19,26
1,11,18,27,32,0,0,0,0,0,0,0,0,0,0,0,0
1,60,107,155,213,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,2,2,0,2,2,2,1,1,4,4,1,1,1,1
1,21,40,78,100,0,0,0,0,0,0,0,0,0,0,0,0
1,18,54,74,95,0,0,0,1,0,1,1,1,0,1,2,5
1,3,17,22,31,0,0,0,0,0,0,0,0,0,0,0,0
1,40,70,103,126,2,2,2,2,0,0,0,0,7,14,21,27
1,21,33,45,62,0,0,0,0,0,0,0,0,0,0,0,0
1,7,17,32,39,0,0,0,0,0,0,0,0,0,0,0,0
1,45,72,112,139,0,0,0,0,0,0,0,0,0,0,0,0
1,7,11,25,37,0,0,0,0,0,0,0,0,0,0,0,0
1,15,43,69,75,0,0,0,0,0,0,0,0,0,0,0,0
1,18,56,95,129,0,0,0,0,0,0,0,0,0,0,0,0
1,2,9,21,26,0,0,0,0,0,0,1,1,2,4,4,5
1,9,18,27,30,0,0,0,0,0,0,0,0,0,0,0,0
1,4,10,16,33,0,0,0,0,0,0,0,0,0,0,0,0
1,22,80,158,199,0,0,0,0,0,0,0,0,0,0,0,0
1,9,23,41,51,0,0,0,0,0,0,0,0,0,0,0,0
1,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1,16,28,49,59,0,0,0,0,0,0,0,0,0,0,0,0
1,37,64,103,118,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,32,40,57,0,0,0,0,0,0,0,0,0,0,0,0
1,25,56,70,100,0,0,0,0,0,0,0,0,0,0,0,0
1,9,13,23,26,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,12,17,31,41,0,0,0,0,0,0,0,0,0,0,0,0
1,7,26,34,44,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0
1,2,9,22,36,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1,41,85,122,162,0,0,0,0,0,0,0,0,1,5,7,7
1,22,39,57,75,0,0,0,0,0,0,0,0,0,0,0,0
1,3,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0
1,4,26,47,61,0,0,0,0,0,0,0,0,0,0,0,0
1,20,21,21,21,1,1,1,1,1,1,1,1,6,7,7,7
1,37,73,112,153,0,0,0,0,0,0,0,0,4,6,6,8
1,11,12,13,17,0,0,0,0,0,0,0,0,0,0,0,0
1,7,17,27,36,0,0,0,0,0,0,0,0,0,0,0,0
1,7,9,11,24,0,0,0,0,0,0,0,0,0,0,0,0
1,13,26,31,48,0,0,0,0,0,0,0,0,0,0,0,0
1,5,9,12,16,0,0,0,0,0,0,0,0,0,0,0,0
1,9,21,32,45,0,0,0,0,0,0,0,0,0,0,0,0
1,8,14,23,39,0,0,0,0,0,0,0,0,0,0,0,0
1,24,46,63,90,0,0,0,0,0,0,0,0,0,0,0,0
1,14,26,46,67,0,0,0,0,0,0,0,0,0,0,0,0
1,12,32,50,57,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1,23,35,58,71,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,9,11,0,0,0,0,0,1,1,1,7,8,9,15
1,18,35,56,78,0,0,0,0,0,0,0,0,0,0,0,0
1,12,15,23,42,0,0,0,0,0,0,0,0,0,0,0,0
1,47,103,141,171,0,0,0,2,0,0,3,4,0,0,1,1
1,23,50,65,89,0,0,0,0,0,2,2,2,0,3,7,8
1,9,21,33,40,0,0,0,3,0,0,1,1,2,8,14,21
1,0,0,18,43,0,0,0,0,0,0,0,0,5,11,17,21
1,5,18,29,40,0,0,0,0,0,0,0,0,0,0,0,0
1,9,12,16,43,0,0,0,0,0,0,0,0,0,0,0,0
1,12,20,23,38,0,0,0,0,0,0,0,0,0,0,0,0
1,30,41,57,75,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,8,8,2,2,2,2,0,0,0,0,6,6,6,6
1,63,128,178,226,0,0,0,0,0,0,0,0,0,0,0,0
1,9,17,29,37,0,0,0,0,0,0,0,0,0,0,0,0
1,82,132,167,228,0,0,0,0,0,0,0,0,6,12,19,25
1,18,31,55,74,0,0,0,0,0,0,0,0,0,0,0,0
1,7,32,52,71,0,0,0,0,0,0,0,0,0,0,0,0
1,13,26,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1,10,35,42,54,0,0,0,0,0,0,0,0,0,0,0,0
1,24,44,66,81,0,0,0,0,0,0,0,0,0,0,0,0
1,26,40,52,68,0,0,0,0,0,0,0,0,0,0,0,0
1,10,17,29,37,0,0,0,0,0,0,0,0,0,0,0,0
1,20,37,46,56,0,0,0,0,0,0,0,0,5,12,19,27
1,113,212,351,486,0,0,0,0,0,0,0,0,0,0,0,0
1,8,35,67,134,0,0,0,0,0,0,0,0,0,0,0,0
0,25,64,84,115,0,1,1,1,0,0,0,0,7,14,21,28
1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,11,19,29,55,3,5,8,13,0,0,0,0,7,12,16,23
1,6,11,15,16,0,0,0,0,0,0,0,0,0,0,0,0
1,5,8,13,15,0,0,0,0,0,0,0,0,0,0,0,0
1,22,41,70,77,0,0,0,0,0,0,0,0,0,0,0,0
1,3,21,27,36,0,0,0,0,0,0,0,0,0,0,0,0
